class,tweet
0,"  As the episode started, I braced for facile ""added capacity (+ signalization + AVs) wil… "
1,"ORE99E, from Portland to Multnomah - Clackamas County Line, Delay &lt; 20min, Road work has SB OR-99W closed from Oc... "
0, Sorry! Please call -- between 8am - pm EST or visit so we can help.
1,"NFR operating on the turnpike at exit NB - use caution, slow down, move over!  persons allegedly fled scene det… "
1,"Crash
SB highway at MP (Honeyville) Box Elder Co.
Est. Clearance Time: : PM"
1,"#KSLTrafficTrooper ""Commuter lane westbound on SR- Timpanogus Highway is closed."" Delays in Lehi. "
2,"Cleared: Planned construction in Santa Rosa on highway east before Avalon Blvd, left lane blocked. Last updated at ::23PM."
2,"Cleared: Disabled vehicle in Duval on SR- / Butler Blvd west beyond Southside, left lane blocked. Content provided by Waze. Last..."
2,CLEARED: Turnpike Traffic Alert on Pennsylvania Turnpike highway westbound between Exit - highway/highway and Exit - PA affecting no lanes
0,#WDW Update PHOTOS - Construction gets underway at #Disney Riviera R... via 
1,Accident on highway North just past Exit - highway (New Haven) left lane closed...
2,Right lane reopened on PA Turnpike btw Butler and Allegheny Valley however heavy residual delays #KDKAtraffic
2,"Traf congestion; highway NB: btwn mi N of GA St Line &amp; mi N of Exit8, no lns clsd, From: :36AM.| :41A"
2,"Snow showers will continue overnight #VT, especially over the higher terrain. Please slow down and drive safely!"
1,highway MM . WB near SR / mile Right lane closed days due to construction work
1,"New: Traffic congestion in Seminole on highway west from Exit SR- to at Exit SR-, right lane blocked...."
2,"TRAVEL UPDATE: Cancellations stacking at and (IAH: , HOU: --with more SAT) #HARVEY "
0,There's an easier way to transport your #camping gear. Use a #uhaultrailer! &gt;&gt; 
1,Rt 95NB #Reading prior to X38 multi vehicle crash w/ serious injury. All travel lanes closed. BDL open to #MAtraffic.
2,highway: road reopened btwn N Sioux City-Exit and .1mi S of I229-Sioux Falls-Exit .
2,Cleared: Incident on #BLine SB from West 4th Street Station to Coney Island - Stillwell
1,"highway, Int w/ 82nd Ave, Off Ramp, Closed, Police activity has the exit ramp closed EB @ 82nd, use an alternate rou... "
2,Update: Delay: NB on highway at 14th St Bridge in Arlington Co. No lanes closed. Delay mi.:08AM
0,"Watch and friends lip sync to ""I Really Like You"" "
0,Become a U-Haul Dealer and make your #smallbusiness more #profitable! Find out how: 
1,Incident on #CLine at 59th Street-Columbus Circle Station 
2,"Cleared: Flooding in Miami-Dade on highway north at Exit 3A SR-/Airport/Um/Jackson Va Hospitals, left lanes blocked. Last updated at..."
1,On SR northbound &amp; southbound at Snohomish River Bridge all lanes closed today at : PM for boat traffic.
2,"Cleared: Crash in Orange on highway east at Exit 83B South St, left lane blocked. Last updated at ::21PM."
0,Catch a movie outdoors this summer. Here's where you'll find screenings across Chicago: 
0,Defensive coaches take a minute and scroll through #CCFootballChat by  of was dro… 
0,"Paradise valley was an oasis in the wasteland, and the governor had to have it. "
1,UPDATE: Crash on highway eastbound between Exit - Montgomery Dr/West River Dr and Exit - highway/highway West. All lanes closed.
1,"highway, from @ 10th St to Stafford Rd, Delay &lt; 20min, Road work has the SB left ln closed from 10th St to Stafford... "
2,Cleared: Incident on #I678 Both directions from Belt System - Southern Parkway to Exit - Whitestone Expressway; Ramp
1,"Accident, highway North at SR (Mile Post ), of left lanes blocked. #FultonCoutny #511GA "
0,BASF listed in #FTSE4Good Sustainabity Index for over years. More 
0," Thanks for being a fan, pal. That combo sounds awesome!"
0,Antarctica awaits you!  Assistant Food Services Supervisor Needed For Antarctica (Foodservice.com JobSpot)... 
1,NORTHBOUND PASSING LANE BLOCKED BY TRUCK AND TRAILER on highway - HWY NOUTHBOUND - HALFWAY UP EVARO HILL at ... 
0,#Onewtc easily accessible from subway lines— Photo Credit:  
2,Cleared: Construction on #ALine Queens bound from 145th Street Station to 59th Street-Columbus Cir Station
2,Delays on the pa turnpike WEST exiting at bedford watch for slow or stopped traffic and expect a mile delay due t… 
1,highway WB: Right lane closed from highway to Business highway (near Davenport). 
1,New Jersey Overnight Roadwork: NJ in both directions between Haddonfield Rd and highway in Cherry Hill Twp. - lanes closed till : a.m.
1,Crews are working around the clock to repair the bridge deck on highway WB. Work is expected to be completed by Sunday… 
1,On highway southbound just south of SR there is an incident blocking the right lane.
1,highway/: CLOSED BOTH DIR btwn Bondurant &amp; Hoback Jct at mp due to a snow slide. Expect delays. #wyoroad
2,highway N in Davidson Co Crash Multiple Vehicles at EXIT : TWO MILE PKWY. / GOODLETTSVILLE at : PM / est clear by : PM /
0,"If we can help little #CharlieGard, as per our friends in the U.K. and the Pope, we would be delighted to do so."
1,"highway eastbound @ MM (between Waverly and Greenwood), right lane closed due to car fire. Expect delays."
0,East #Hartford #CT #USA - Family Looking for Child Care Center for Year Old - Family in East Hartfo... #WORK #JOB
1,"UPDATE: US Hwy - Southbound, south of IL Rte is closed due to a vehicle fire."
2,"UPDATE: Crash highway WB before the highway interchange, cleared. All lanes open. Back-up miles. #hrtraffic"
0," Hi Caitlin. You can end your Live broadcast by tapping in the ""Finish"" button in the bottom right hand corner. Thanks! -CB"
1,"Crash on highway So. Burlington is NB #BTV #VT, by MM."
2,"Cleared: Crash in Sumter on highway north at MM and traffic backed up until Florida's Turnpike, left shoulder blocked. Last updated at..."
1,Incident on #CorridorLine at Jersey Avenue Station 
0, I'm so excited #WaitingForTonight to see you and  spread the love with #LoveMakeTheWorldGoRound 💙💚💛❤️💜
0,"Harvey has been devastating. is engaged, can help w/housing, animal safety, food needs, farm losses. Info:… "
1,"Construction work. caution in #EastSide on Lp NB after Dietrich Rd, stop and go traffic back to Rigsby, delay of mins #traffic"
1,US191 Moose - Moran Jct: Closed BOTH DIR due to winter conditions. -FEB : #wyoroad
2,WY22: Stalled vehicle EASTBOUND between the Idaho state line and Jackson at milepost has been cleared. Delays easing. #wyoroad
1,Multi vehicle crash on highway westbound between Centerville Rd and College Ave/Stony Battery Rd. There is a lane restriction.
1,Roadwork on PA northbound between Henry Rd/Belfast Rd and PA . There is a lane restriction.
0," Lmao, and in your mind you are saying.. Naw fool, don’t act surprised! You know this garbage happens."
2,"Description: highway EB - City of Hampton, at Hampton Roads Bridge Tunnel EB, major delays - congestion. backups ~ . miles. Last updated:…"
2,CLEARED: Accident on PGBTE WB at highway affecting the ramp
0,#Weekendwarrior? A #pickuptruck is great for #homeimprovement jobs! More on U-Haul truck sharing here:… 
0,It's tough to brush your teeth after lunch in school when you don't have a toothbrush. Don't forget to pack Zollipo… 
2,All lanes are open on highway West at mile marker (past Crowley). Congestion has reached approximately miles.
1,I44 at 41st and Sheridan is closed with a large overhead sign that fell down onto the highway // at hours gdh
0,Kellogg is proud to support breakfast in the classroom programs. #3BillionBetterDays 
2,Cleared: Incident on #JLine Manhattan bound from Myrtle Avenue Station to Broadway - Junction(Brooklyn)
1,Updated: Incident on #BLine SB at West 4th Street Station 
1,highway EB is closed at Exit 82B (South St) for road work. Motorists must exit at South St (Exit 82B) and go straight...
0,#summit #stairlift Trump to ramp up trade pressure on China with call for probe 
0,"Tune in now to join me, and for a conversation with teens: "
2,Cleared: Incident on #NJ4 EB from Hackensack Av to Webster Ave/Farragut Dr
1,"Vehicle Accident on Eastbound highway EB at Pinecrest Drive.

Be prepared to stop.

Comments:
Cabell County Block."
0,"Heavy rain approaching Palm Beach County
 "
1,Oklahoma: highway southbound just south of 2nd st in Edmond. Non-injury Collision. Outside lane is blocked.  BAF
2,Cleared: Construction on #158Bus EB at North Avenue : Eight Street
1,Roadwork on highway southbound between Exit 19B - PA /Market St and Exit 16B - PA North/Queen St. There is a lane restriction.
0,Doctor's group seeks ban on new Detroit fast-food eateries 
2,Cleared: Incident on #CLine NB at 116th Street Station
0,At chatting w/ &amp; about ag issues facing Indiana farmers ahead of… 
2,"Cleared: Crash involving truck in Collier on highway north at Mile Marker , right lane blocked. Last updated at ::50PM."
0,World Food Day and the Challenge to Solve World Hunger and Protect the Planet via 
0,"Crews are working to restore power to ,+ customers after high winds and rain hit our service area in WV and Va. overnight. (/)"
1,There is construction on State Road Southbound at mile post at Van Dyke Road. All lanes are blocked....
2,OKC: I44 EB JW Broadway is cleared..teg 
2,State Route N in Hamilton Co Crash at highway BACK / / {highway} at : PM / est clear by : PM / (ET
1,Construction resumes next Tuesday with rock blasting planned Wed &amp; Thurs from :30p to :30p 
1,Disabled vehicle on highway westbound at Exit - highway/highway West. There is a ramp restriction.
2,Be prepared for travel delays this evening on MoPac between Enfield Road and RM in both directions.… 
0,Did she just…offer to stop fueling a right-wing distraction in exchange for silencing the coverage of a potential n… 
2,Cleared: Traffic congestion in Suwannee on highway east at MM . Last updated at ::45AM.
1,: #VANCOUVER Crash on Arbutus Street northbound south of King Edward Avenue. Traffic blocked and detoured onto Nanton Avenue.
2,"The #SiennaPlantation Evacuation Route: there is a little traffic FYI. 

Highway to N 
 N to N
 N to W 
 W to Brenham"
2,"Like this kind of parking congestion...Stephen Avenue, Calgary downtown  "
0,"Austin trends now: South, Accident, UT Austin, Master Plan, Joe Straus. "
0,#BreakingBad's Anna Gunn joining on #ShadesofBlue. Get details on the new character: 
2,"Cleared: Unconfirmed object on roadway in Santa Rosa on highway east at MM , left lane blocked. Last updated at ::21PM."
2,Cleared: Incident on #QueensBus at Downtown Flushing area
2,Cleared: Advisory: Other Weather: WB on Rt. 675W at MM1 in Powhatan Co.:58PM
2,"Cleared: Fire, Vehicle Fire on highway southbound at milepost . on the Ridgefield Exit."
1,Update: Accident: EB on highway at MM294 in Chesapeake. No lanes closed. Delay mi.:20PM
1,"Road work kicks off on portions of 1st Ave, La Cholla, Thornydale &amp; Nogales Highway. "
1,"New: Planned construction in Volusia on highway north at MM , right lanes blocked. Last updated at ::31AM...."
0,Help us kick cancer's ass at #CCH23 on /:   &amp; more. Tix avail for… 
1,SINGLE CAR ACCIDENT on highway - MILES BEFORE BOZEMAN-N 19TH ( highway EB) at milepost ... 
1,highway MM . EB near Allisnv/mile Left lanes closed &lt;= mins due to a crash
2,Cleared: Construction on #NY18F Both directions at Exit  - Fort Niagara State Park; Ramp
0,ICYMI: opens up about commerce priorities w/ on  #trade
1,UPDATE: Roadwork on highway westbound between Exit - Squirrel Hill/Homestead and Mile Post: .. There is a lane restriction.
2,Not sure why the traffic on is so much worse today. But I got on it from the turnpike minutes ago and I'm just now at 63rd 😱😡
1,Update: Southbound highway off-ramp to westbound highway near Ames closes at : a.m. May #iatraffic 
1,Tree no powerlines on Northbound highway NB at Wades Run.
0,Also BREAKING: Billionaire President still giving just a fraction of what has already raised.
0,Took highway years but the drum off is back! Lol. Thanks  
0, sure is baby ice ice baby
0,That moment when tries to steal job. #LateLateShow 
1,"New: Crash in Miami-Dade on highway south before Exit 8B SR-/NW St, left lanes blocked. Last updated at..."
1,COMPLETE highway MM . EB near highway/ mile Right lane closed hours due to maintenance work
1,Update: Accident: SB on highway at highway Tunnel-MMMBT S in Newport News. No lanes closed. Delay mi.:00PM
0,". and Cover ""Shape of You"" with Classroom Instruments "
1,"Vehicle Accident on Southbound highway SB at Mile Marker ..

 of southbound lanes are closed.

Emergency vehicles on road, be prepare..."
2,"Cleared: Planned construction in Miami-Dade on SR- south at Florida Turnpike, right lane blocked. Last updated at ::19AM."
1,"ACCIDENT AT HWY /BROADWAY, APPROX. MP WITH LANE BLOCKAGE on - HWY /BROADWAY NEAR COMMERCIAL LANE at mi ... "
0," Certainly, let's see what we can do to help. ^AT&amp;T Manager - Social Media"
0,"As South Sudan refugees in Uganda pass 1M mark, funding shortfall hampers ability to deliver life-saving aid &amp; key… "
2,"Pottawatomie County: US177 at County Road , non-injury collision, roadway clear. RL"
1,#Ironworkers - Crash northbound at the north end in the right lane ^jj #BCHWY1 #NorthVan #Vancouver
0,The field is set! Your boys will take on the fellas from in game ! 
0,"Exclusive restaurant in New York state has a -year wait list, but you've probably never heard of it. "
2,"Cleared: Crash in Marion on highway north at MM , left lane blocked. Last updated at ::24AM."
1,Clermont County - Lane closure scheduled on State Route 
1,"Kennedy IB @ Harlem - Crash in right lanes - slow from River Road Toll with construction adding to delay #ChicagoTraffic, "
0,The Lynda crystal open toed bootie is beyond FIERCE – you’ll definitely make a statement wearing these… 
2,"Cleared: Emergency vehicles in Miami-Dade on Express south at SR- West - Airport/highway East - Miami Beach, right lane blocked...."
0,. Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people.
2,Cleared: Accident: WB on I-295W Ramp 53B at MM0 in Henrico Co.:17PM
0, Thanks so much for the grant! This will help us out tremendously for the year!
0," Let us look into this no-show technician appointment for you! DM us your service type (U-verse, etc.) and account #! ^CalebS"
0," Hello! As you get ready for moving day, we thought these packing tips could come in handy&gt;&gt; "
2,CLEARED: US Hwy - Southbound at West Park Ave in Highland Park expect heavy delays due to a crash.
0," Hi there! Sorry you are having trouble with those. DM us your name, email, phone , and location so we can assist you!"
1,"Broken water main, caution in #FoxChapel on Squaw Run Rd Both EB/WB north of Fox Chapel Rd #traffic "
0,"Whenever he comes, the youth become object lessons 😊 @ West Branch UMC "
1,"RT: KVIAtraffic RT JCABC7: Traffic slow this morning on highway West, school is back in session "
1,Roadwork on highway southbound at Exit - 2nd St. There is a shoulder closed.
2,"Cleared: Crash in Duval on highway E north before Baymeadows, left lane blocked. Last updated at ::12PM."
2,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway westbound between Exit - highway/highway and Exit - PA affecting the right lane
2,"Cleared: Disabled vehicle in Miami-Dade on SR- west before NW Ave/Ludlam Rd, left lane blocked. Last updated at ::28AM."
2,Cleared: Incident: NB On I-95R on Express Lanes at mile marker . in Stafford Co.:54AM
1,"New: Planned construction in Volusia on highway south at Exit highway, right lane blocked. Last updated at..."
2,CLEARED: Roadwork on highway eastbound at Tilghman St.
0,Grow your business and join the movement during #worldtrademonth. Get help from videos brought to us by 
2,Liverpool - slow traffic northbound Hume Highway at Elizabeth Drive
1,"Beginning this morning, E. Miller Ave., just east of Broadway Ave. will be closed through Saturday, August 19th for roadway construction"
2,Cleared: Incident on #4Line from Franklin Avenue Station to Atlantic Avenue-Barclays Center Station
2,Cleared: Construction on #1Line Both directions from South Ferry Station to Chambers Street Station
1,highway MM . SB at highway North Split All lanes closed hours due to a crash
2,"Cleared: Object on roadway in Miami-Dade on SR- west at NW Ave, left lane blocked. Last updated at ::59PM."
2,CLEARED: Roadwork on highway northbound between Boot Rd and PA .
1,Cattle in the roadway in #Oklahoma on E Memorial Rd west of Luther Rd #OKCtraffic 
0,Mortgage assistance is available to #Harvey borrowers from  &amp; 
2,Oklahoma: I44 northbound just south of NW36th...injury accident...roadway is clear...MCM
2,Oklahoma: I44 southbound just south of SW15th...non-injury accident...roadway is clear...MCM
1,Multi vehicle crash on highway westbound between Exit 78B - PA North/Wilkinsburg and Exit - Edgewood/Swissvale. There is a lane restrict
0,Aiming to spend more time with family in ? Ditch the devices and go for Game Night. #NewYearsResolution 
0,#NationalCupXVI -U boys Super Group teams all in action at pm time slot (ongoing). Five of six games yesterday decided by goal or less
1,Accident in #Orlando on Narcoossee Rd NB between SR and before SR #traffic 
2,Highway through North Liberty to reopen as soon as Wednesday 
2,"If you are traveling W, traffic is flowing, but for no wait, take the Kelley exit, take a left on Fuller and park in the surface lots."
1,"GDOTAtlTraffic: ALERT: Accident; highway SB: SR /Buford Hwy (MP .), Fulton Co, HOV ln &amp; lft lns (of ) blkd, Ocrd: :49PM, Exp clr: :…"
2,"Cleared: Police activity in Palm Beach on Floridas Turnpike south at Exit Glades Rd, on-ramp closed, all lanes blocked. Last updated..."
1,"highway, from @ Elligsen Rd to Hwy , Delay &lt; 20min, Road work has the right ln closed in a moving operation betwee... "
0,"(also so busy round here, didn't even have time to shower which is v rare this animal)"
2,Cleared: Incident on #DLine SB at 36th Street (Brooklyn)
2,Routine Maintenance on highway EB at MM after the Wallace Tunnel is now cleared.
0,San Francisco may order Happy Meals to go -- permanently 
2,Cleared: Incident on #NJ208 SB at Maple Ave
1,Vehicle fire on highway northbound at Exit - Progress Ave. There is a lane restriction.
1,Construction Update of : *NJ NB ramp to Midland Av in Paramus. Partial ramp closed til :00pm
0, Thanks for reaching out to us Britton. Are you seeing any error on this KATN channel? ^RoseC
2,Updated: Traffic congestion in Miami-Dade on Floridas Turnpike south from Exit NW St to at Exit Bird Rd....
1,Update: Accident: NB on highway at MM50 in Petersburg. SB travel lane closed.:50AM
2,Cleared: Traffic congestion in Martin on Floridas Turnpike north from beyond SR /Jupiter to at Exit SR /Stuart. Last updated...
1,Our weekly lane-closures report is fresh and ready to help you avoid traffic. #HappyFriday &gt;&gt;… 
2,Cleared: Incident: SB on highway at MM92 in Hanover Co.:58PM
2,"Cleared: Planned construction in Manatee on highway south before Exit 97th St East, left lane blocked. Last updated at ::06PM."
2,Cleared: STALLED VEHICLE highway SB BEFORE TESSON FERRY RD CLEARED AT : AM
0,"It's that time again! 🤗 
Start planning now for the weekend ahead. Tons of fun events with a few road closures spri… "
1,UPDATE on highway closure in #Milwaukee - crews working hard to recover overturned semi. Approx hrs to open. Use alt… 
2,"Cleared: Crash in Marion on highway north at MM and traffic backed up until MM , right lane blocked. Last updated at ::06PM."
2,Cleared: Incident on #5Line at West Farms Square-East Tremont Avenue Station
0," Stay safe and we hope you do get a chance to rest. BTW, check out what we're doing across Florida&gt;&gt; "
2,"Cleared: Planned construction in Charlotte on highway north at Exit Kings Highway, left lane blocked. Last updated at ::48AM."
2,Shaulis Road at Iowa /Hawkeye Road in Black Hawk County will reopen Dec. #iatraffic 
0, Hey Ian! Sorry to see this. Your nearest AEO store can help with tag removal.
2,"Columbia Street was blocked from New York Avenue to Evans Avenue, but it looks like it's reopened."
0,". announces conforming loan limits for remain @ $, for most of U.S. but up in counties. More: "
0,Brixton... now thats how to do a Mexican wave 🙌🏻 Thanks for an amazing night! #FreedomChild 
2,CLEARED: Roadwork on highway northbound between Rockhill Dr and Oxford Valley Rd.
0," Hi Ladija. If someone took over your account, please secure it by going here:  -MG"
2,"Cleared: Planned construction in Broward on Pines Blvd west before 68th Ave, right lane blocked. Last updated at ::45PM."
0,"“The next revolution should be a physical one, to complement the digital one.” –Annie Bergeron live from the AMG"
1,Disabled vehicle on highway eastbound at Broad St. There is a lane restriction.
0,#TuesdayTip just watch &amp; get #AintYourMama on iTunes &amp; VEVO! will make your Tuesday into Funday! 💃🏼🙌🏻 
1,"New: Emergency road construction in Miami-Dade on SR-/Port Boulevard east beyond highway, right lanes blocked...."
2,"Slow traffic in #Shelby on highway NB between 2nd Pl NW and Highway , delay of mins #traffic "
0,"DotL Update! Tax Talk and Big Orc Hands. 
#hiveworks "
2,COMPLETE highway MM . EB at Keystone/ mile All lanes slow &lt;= mins due to heavy traffic
0,#OneWTC shines tonight and tomorrow for the #NewYorkCityMarathon #nycmarathon #tcsnycmarathon
1,"New: Abandoned vehicle in Hillsborough on highway south beyond Exit highway, right lane blocked. Last updated at..."
2,COMPLETE highway MM . WB at Shadeland/mile All lanes slow &lt;= mins due to heavy traffic
1,TRAFFIC ALERT: Areas of Peters Street is down to one lane this hour due to construction. Please use caution in the area.
2,CLEARED: Turnpike Traffic Alert on Pennsylvania Turnpike highway westbound between Exit - highway/highway and Exit - PA affecting the right
0,I took this exactly year ago this time when the Purpose album went live. Happy year 
2,"UPDATE: Crash on Hwy NB at Scholls Ferry is CLEAR, both lanes OPEN. Still jammed back to highway. SB slow back to Canyon. ()"
2,highway W in Knox Co at highway RT. and highway LT. / BEGIN US-25W at : PM / est clear by : PM /
0," Don't forget to check out our Win Your Favorites Sweepstakes, too! "
2,CLEARED: Roadwork on highway northbound between Exit - PA and Exit - highway.
0, Where's the million dollars you promised personally?
0, So true yet the most successful people I have known in every situation always overprepare. Always.
0,Justin bieber's new track sorry is soo fire mann
1,UPDATE: Turnpike Traffic Alert on Pennsylvania Turnpike highway westbound between Exit - highway and Exit - highway/To PA affecting an
1,Updated: Construction on #I678 SB at Exit  -Lafayette Avenue 
0," Hi, Jane. We're saddened to read that your U-Verse lost signal again. Kindly clarify if it is tv or internet. Thanks. ^EboniC"
1,Note: Hwy NB/EB: Exit ramp closed to 35W SB (Burnsville). Today 9AM-:30AM. 
0,EVERY football organization should promote heads up tackling or tacking in a manner that takes the head out of the game. 
1,Turlock Fire on-scene of Vehicle Accident at W. Main &amp; S. Walnut. Please use caution in the area. #Turlock #TFD 
1,COMPLETE highway MM . SB near SR /mile Right lane slow &lt;= mins due to maintenance work
2,Cleared: Road Work - STRATFORD #RT15 South at Exit (RTE (MAIN ST)) at // :: PM
1,highway MM . NB at SR / mile Left lane closed &lt;= mins due to a crash
1,"WY : Crash NB near Cody @ MP . Be prepared to stop, expect delays. #wyoroad"
0, For sure it will. Let's just hope Jon Snow doesn't pull a hammy. Might slow his ins… 
2,"Cleared: Crash in Sumter on highway north at Exit CR- and traffic backed up until MM , right lanes blocked. Last updated at..."
1,Incident on #NorthLine SB at Little Silver Station 
0, Oh no Lex! We don't want to see you go! Could you DM us if there was another appt made to replace the cancelled one? ^LoW
0,"lol my greyhound bus is just pulled over on the side of the highway in south Mansfield, why??????? "
0,"Human bones buried feet underground were found by construction workers in East Flatbush, police said… "
1,Construction on highway&amp; local lanes northbound area of highway right shoulder closed until PM
0,"ABC, NBC, And CBS Pretty Much Bury IT Scandal Engulfing Debbie Wasserman Schultz's Office "
2,highway E in Shelby Co Crash at EXIT : MT. MORIAH RD. at : PM / est clear by : PM /
0," Come by soon, deliciousness awaits you!"
2,UPDATE: Lake-Cook Rd - between Hicks Rd and US Hwy expect heavy delays due to congestion.
2,CLEARED: Roadwork on highway northbound between Mile Post: . and Exit: highway/PA - ZELIENOPLE.
1,Closed: Other Weather: SB on highway at MM20 in Chesapeake. All travel lanes closed. Potential Delays.:18AM
2,highway W in Davidson Co Vehicle Disabled at MM  at : AM / est clear by : PM / (CT
1,Note: Permanent ramp closure at southbound 16th St. along Hwy starts July . Details here: 
0,VII. WE AFFIRM the separation of the church and psycho-sexual state: Houses of intangible entity worship simply must...
1,Incident on #PalisadesInterstateParkway SB at Exit - Lake Welch Parkway; Ramp 
2,"Cleared: Planned construction in Duval on highway north ramp to Exit Mlk/20th St, off-ramp closed, right lane blocked. Last updated at..."
2,CLEAR - SB Allen ramp to WB .
2,Updated: Delays - STAMFORD #I95 South at Exit (ATLANTIC ST) at // :: AM
2,"Okla. Highway Patrol  3h3 hours ago
Blaine County: SH8 - miles south of Okeene. COLLISION is CLEAR.… "
2,All lanes are now clear. Pls continue to use caution and patience as traffic flow returns to normal. Travel safely. 
0,"We are reaching boundaries of our businesses, we need to lead in new century.  "
1,Work Zone: NB Telegraph from Mile to Elizabeth Lake Rd - right lanes closed until pm.
2,Cleared: Incident on #ELine Queens bound from 65th Street Station to Jamaica Center-Parsons/Archer Station
0,Our new produce safety hacks are available in English &amp; Spanish! Check them out here: #ProduceSafetyU #foodsafety
1,"Collision; highway WB: btwn Exit215 &amp; mi W of Exit215, rht lns clsd, Ocrd: :41PM.| :44P"
0, update that you are running. In order for us to assist you better please DM the service tag of the system along with a /
0,"Having a Japanese knife makes you a serious chef. Descended from samurai swords, artisanal blades inspire sharper... "
0," Hi, Courtney! Please let us know if you are still having this problem and we'd be happy to help!"
2,"Cleared: Crash in Hillsborough on highway east at Exit Branch Forbes Rd, right lanes blocked. Content provided by Waze. Last updated at..."
0," Thanks for filling out the form! Replacement certificates are on the way, please allow up to weeks for arrival. Thanks!"
2,Cleveland: I35 SB south of 19th in Moore....Non-Injury accident....roadway is clear.....CMH
2," Y'all see the flooded roads &amp; highways, right? Imagine them jammed with cars full of people. Highways c… "
0,Hate has always existed in America. Yes we know that but Donald Trump just made it fashionable again! Statues has nothing to do with us now!
1,Updated: Crash in Palm Beach on highway north at Exit Palm Bch Lakes Blvd and traffic backed up until Okeechobee...
2,"Cleared: Crash in Marion on highway north at MM and traffic backed up until MM , all lanes blocked. Last updated at ::05AM."
2,"Cleared: Disabled vehicle in Hillsborough on highway west at Exit Thonotosassa Rd, center lane blocked. Last updated at ::26AM."
1,Roadwork on highway eastbound between PA /Schoenersville Rd and Exit: highway EAST - EASTON. There is a lane restriction.
2,Delays at Exit and on highway have cleared. highway crash in S. Hero will be clearing shortly as well. 511VT
0,#Manufacturing company leverages MBDA services for growth and global expansion. #AmericanDreams #SuccessLooksLikeMe 
0, Best wishes on your move! Let us know if you have any questions along the way.
2,highway SB @ Jeremiah Morrow Bridge is now open
1,"highway, Mi W of @ 58th Ave, Delay &lt; 20min, A crash has occurred EB just east of 43rd ave., left ln closed, use ca... "
0,Yes sir Champ!!! Congrats brother. Extremely happy for you man in your next journey!! My guy!! 
1,"Hamilton County - Bridge work requires lane and ramp closures beginning next week
"
1,"Accident, SR West at Tom Brewer Road (Mile Post .), of lanes blocked. #WaltonCounty #511GA"
0,We're working w/   &amp; to combat trademarks scams. Read latest #blog… 
1, Atlanta Traffic update Stalled Black Honda Accord connector southbound exit ramp to University on the ramp blocking ramp
0,"Congratulations to Jonathan Looney of Haysi, VA on his Chevrolet Equinox purchased from Jason Adkins! Welcome to th… "
1,UPDATE: Crash on highway westbound between PA /Nazareth Pk and PA /Center St. All lanes closed.
0,So Your Kitchen Sponge Is A Bacteria Hotbed. Here's What To Do 
0,We’re partnering with to deliver energy efficiency solutions that reduce costs &amp; provide grid reliabilit… 
2,"Cleared: Crash in Hillsborough on highway east before Park Rd, right lane blocked. Last updated at ::35AM."
1,Roadwork on highway southbound between highway West and Exit: highway BUS - SCIOTA. There is a traffic disruption.
0,". always knew he'd make the transition from athlete to coach &amp; he has advice for others who will follow.

📚:… "
0,I read letters like these every single day. It was one of the best parts of the job – hearing from you. 
0,"RoboticsTrends: RT Robotiq_Inc: Wanna know what happened today at the RUC? Here's a glimpse of all the action!
"
2,"(OOA) Kittery, Maine *TRAFFIC ALERT* Interstate SB (Maine Turnpike) - Heavy traffic reported just south of the... "
0, Hello! So sorry to hear about that! To contact SamsoniteUK in your area please reference this link: 
2,"Cleared: Object on roadway in Santa Rosa on highway east at MM , right lane blocked. Last updated at ::56PM."
2,CLEARED: Roadwork on highway northbound between Exit: PA - Valley Forge Road and highway East/Devon Park Dr.
2,Multiple vehicles off highway SB between Exit and (Williston). Expect delays or avoid the area until cleared. 511VT
2,Cleared: Construction on #I690 Both directions from highway to Exit - highway
2,Cleared: Construction on #ALine Both directions from 145th Street Station to Canal Street Station
0,"Today, on #September11th, we honor and remember the lives lost and the loved ones left behind."
1,US16: Closed BOTH DIR due to winter conditions btwn WY and Buffalo. -DEC :
0,#OneWTC gets a new antenna! See which station will be broadcasting from new heights in  
2,Denton County: Delays on 35E North starting at Lake Lewisville 
0,"Behind each successful team is a mom who does a little of everything.

#HappyMothersDay from USA Football! "
0,"Drafty, Isn't It - Cartoon - Full video - Looney Tunes (Government ... via "
1,"New: Crash in Miami-Dade on highway south before Exit 8B SR-/NW St, right lanes blocked. Last updated at..."
0,Fire Safety Tips. Be fire safe by doing the following- … 
0,Maya always said that God put a 🌈 in every cloud. The 🌈 is seeing our country at its finest. People helping one another. #HurricaneHarvey
1,"Due to track maintenance at Street, northbound D, N and R trains expect delays. Please allow additional travel time."
2,Eight Mile Plains - slow traffic southbound at Pacific Motorway
1,"New: Crash in Sarasota on highway north ramp from Exit Bee Ridge Rd, on-ramp closed, right lane blocked. Content..."
1,Traffic Hazard: Tree completely blocking roadway at W 29th St / Harris Blvd. Please find alternate route through the area. PIO11
0, That’s awesome! She must love you A LOT. Welcome to the GEICO fam!
1,Crash on highway westbound at PA East/Mountain Rd. There is a shoulder closed.
1,IA : Roadway reduced to one lane from highway; IA to County Road F17 (1m E of Mingo). 
1,Alert | GREEN Co | Crash | WIS NB/SB | COUNTY B | All Lanes Blocked (Both Directions) | 
0,csgo gun sounds are so realistic its scary 
